position,csinet_w8,csinet_w4,csinet_w2
8.710000000000000000e+02,6.885651964694261551e-05,1.243345206603407860e-03,4.179910290986299515e-03
8.720000000000000000e+02,9.131475962931290269e-05,1.620101043954491615e-03,5.743937566876411438e-03
8.730000000000000000e+02,1.169839233625680208e-04,2.094752853736281395e-03,8.179685100913047791e-03
8.740000000000000000e+02,1.594086643308401108e-04,2.747868187725543976e-03,1.040736958384513855e-02
8.750000000000000000e+02,1.987139403354376554e-04,3.308179089799523354e-03,1.367612648755311966e-02
8.760000000000000000e+02,2.233803679700940847e-04,3.648390760645270348e-03,1.541143562644720078e-02
8.770000000000000000e+02,2.574031532276421785e-04,4.197144880890846252e-03,1.795461028814315796e-02
8.780000000000000000e+02,2.674614661373198032e-04,4.378336481750011444e-03,1.889519207179546356e-02
8.790000000000000000e+02,2.675307623576372862e-04,4.327905829995870590e-03,1.930816099047660828e-02
8.800000000000000000e+02,2.378360222792252898e-04,3.894535591825842857e-03,1.671204902231693268e-02
8.810000000000000000e+02,1.961869857041165233e-04,3.179081249982118607e-03,1.424547843635082245e-02
8.820000000000000000e+02,1.578694791533052921e-04,2.411835594102740288e-03,1.051615551114082336e-02
8.830000000000000000e+02,1.099714500014670193e-04,1.795835094526410103e-03,7.540699560195207596e-03
8.840000000000000000e+02,8.721693302504718304e-05,1.480781589634716511e-03,5.112471058964729309e-03
8.850000000000000000e+02,7.144482515286654234e-05,1.154960016719996929e-03,3.680734196677803993e-03
8.860000000000000000e+02,6.299082451732829213e-05,1.033177482895553112e-03,3.667399520054459572e-03
8.870000000000000000e+02,5.513950964086689055e-05,9.296440402977168560e-04,3.139082342386245728e-03
8.880000000000000000e+02,5.006635183235630393e-05,8.375191828235983849e-04,2.969018882140517235e-03
8.890000000000000000e+02,4.600596730597317219e-05,7.745225448161363602e-04,2.602350199595093727e-03
8.900000000000000000e+02,4.518642526818439364e-05,7.213932694867253304e-04,2.542872680351138115e-03
8.910000000000000000e+02,4.017407627543434501e-05,7.009282708168029785e-04,2.391000976786017418e-03
8.920000000000000000e+02,4.085308682988397777e-05,6.499613518826663494e-04,2.342853695154190063e-03
8.930000000000000000e+02,3.614824527176097035e-05,6.285025156103074551e-04,2.046215813606977463e-03
8.940000000000000000e+02,3.626176476245746017e-05,6.173791480250656605e-04,1.985033741220831871e-03
8.950000000000000000e+02,2.742850665526930243e-05,3.877149138133972883e-04,1.808223780244588852e-03
8.960000000000000000e+02,1.600639188836794347e-05,3.214752359781414270e-04,1.038796734064817429e-03
8.970000000000000000e+02,2.216906250396277755e-05,3.997996100224554539e-04,8.336294558830559254e-04
8.980000000000000000e+02,2.752476575551554561e-05,4.916994948871433735e-04,1.195004209876060486e-03
8.990000000000000000e+02,3.406959876883774996e-05,5.955391097813844681e-04,1.685492577962577343e-03
9.000000000000000000e+02,4.349750815890729427e-05,7.591381436213850975e-04,2.213484374806284904e-03
9.010000000000000000e+02,5.266130392556078732e-05,9.426626493223011494e-04,2.752351341769099236e-03
9.020000000000000000e+02,6.337740342132747173e-05,1.094566425308585167e-03,3.543365513905882835e-03
9.030000000000000000e+02,7.625378930242732167e-05,1.326992874965071678e-03,4.150907974690198898e-03
9.040000000000000000e+02,1.059062487911432981e-04,1.847636536695063114e-03,6.213982123881578445e-03
9.050000000000000000e+02,1.301230804529041052e-04,2.411321969702839851e-03,8.198458701372146606e-03
9.060000000000000000e+02,1.786320790415629745e-04,2.785924589261412621e-03,1.175319217145442963e-02
9.070000000000000000e+02,2.000532695092260838e-04,3.491038223728537560e-03,1.352646760642528534e-02
9.080000000000000000e+02,2.396266499999910593e-04,4.204975441098213196e-03,1.672707125544548035e-02
9.090000000000000000e+02,2.796723274514079094e-04,4.553022328764200211e-03,1.835944689810276031e-02
9.100000000000000000e+02,2.900113177020102739e-04,4.879998043179512024e-03,2.081811241805553436e-02
9.110000000000000000e+02,2.973928931169211864e-04,4.670856054872274399e-03,1.999617926776409149e-02
9.120000000000000000e+02,2.523084986023604870e-04,4.036688711494207382e-03,1.840714178979396820e-02
9.130000000000000000e+02,2.045157743850722909e-04,3.351405728608369827e-03,1.494212541729211807e-02
9.140000000000000000e+02,1.553973415866494179e-04,2.544638002291321754e-03,1.127115171402692795e-02
9.150000000000000000e+02,1.202500498038716614e-04,1.935604726895689964e-03,8.024316281080245972e-03
9.160000000000000000e+02,9.229533316101878881e-05,1.507336157374083996e-03,5.564798600971698761e-03
9.170000000000000000e+02,7.768484647385776043e-05,1.214546384289860725e-03,4.164643120020627975e-03
9.180000000000000000e+02,6.542158371303230524e-05,1.072075916454195976e-03,3.758435836061835289e-03
9.190000000000000000e+02,5.951612183707766235e-05,1.010852050967514515e-03,3.336709225550293922e-03
9.200000000000000000e+02,5.611032975139096379e-05,9.479926666244864464e-04,3.327263053506612778e-03
9.210000000000000000e+02,5.090824561193585396e-05,8.632622193545103073e-04,2.952546579763293266e-03
9.220000000000000000e+02,4.905073728878051043e-05,8.272234117612242699e-04,2.925070468336343765e-03
9.230000000000000000e+02,4.490800347412005067e-05,7.798065780662000179e-04,2.700519980862736702e-03
9.240000000000000000e+02,4.481496944208629429e-05,7.581135141663253307e-04,2.748811617493629456e-03
9.250000000000000000e+02,4.246478056302294135e-05,7.116110064089298248e-04,2.411146648228168488e-03
9.260000000000000000e+02,4.142937177675776184e-05,6.399623816832900047e-04,2.493014559149742126e-03
9.270000000000000000e+02,3.018837014678865671e-05,4.306932678446173668e-04,2.166065620258450508e-03
9.280000000000000000e+02,1.628499921935144812e-05,3.278458607383072376e-04,1.032153493724763393e-03
9.290000000000000000e+02,2.211189348599873483e-05,4.183248092886060476e-04,8.557534310966730118e-04
9.300000000000000000e+02,2.834775114024523646e-05,5.329134874045848846e-04,1.262962119653820992e-03
9.310000000000000000e+02,3.606202517403289676e-05,6.204314995557069778e-04,1.634326996281743050e-03
9.320000000000000000e+02,4.395859650685451925e-05,7.624198333360254765e-04,2.232658909633755684e-03
9.330000000000000000e+02,5.683438939740881324e-05,9.135357686318457127e-04,2.845454961061477661e-03
9.340000000000000000e+02,6.625063542742282152e-05,1.113961683586239815e-03,3.648030804470181465e-03
9.350000000000000000e+02,7.419418398058041930e-05,1.347561483271420002e-03,3.993563354015350342e-03
9.360000000000000000e+02,1.018078182823956013e-04,1.763160456903278828e-03,5.801714491099119186e-03
9.370000000000000000e+02,1.329477963736280799e-04,2.305524423718452454e-03,7.546253036707639694e-03
9.380000000000000000e+02,1.745369227137416601e-04,3.040754469111561775e-03,1.165792811661958694e-02
9.390000000000000000e+02,2.241850597783923149e-04,3.649710910394787788e-03,1.548147480934858322e-02
9.400000000000000000e+02,2.612446260172873735e-04,4.321139771491289139e-03,1.750599220395088196e-02
9.410000000000000000e+02,2.958432014565914869e-04,4.811809398233890533e-03,2.069214358925819397e-02
9.420000000000000000e+02,3.016252012457698584e-04,4.913274664431810379e-03,2.117716521024703979e-02
9.430000000000000000e+02,2.921339764725416899e-04,4.902529995888471603e-03,2.222512103617191315e-02
9.440000000000000000e+02,2.531992795411497355e-04,4.276836756616830826e-03,1.893182843923568726e-02
9.450000000000000000e+02,2.068253961624577641e-04,3.440048079937696457e-03,1.422411482781171799e-02
9.460000000000000000e+02,1.659395638853311539e-04,2.706012688577175140e-03,1.121622510254383087e-02
9.470000000000000000e+02,1.243668812094256282e-04,2.072894712910056114e-03,7.637318689376115799e-03
9.480000000000000000e+02,1.023387230816297233e-04,1.707959221675992012e-03,5.830551031976938248e-03
9.490000000000000000e+02,8.194664405891671777e-05,1.404250157065689564e-03,4.984218161553144455e-03
9.500000000000000000e+02,7.307796477107331157e-05,1.236737822182476521e-03,4.188629332929849625e-03
9.510000000000000000e+02,6.212360312929376960e-05,1.140110893175005913e-03,3.745952155441045761e-03
9.520000000000000000e+02,6.220294017111882567e-05,1.038954709656536579e-03,3.607319900766015053e-03
9.530000000000000000e+02,5.698099994333460927e-05,8.979086414910852909e-04,3.389169229194521904e-03
9.540000000000000000e+02,5.224709821050055325e-05,8.862415561452507973e-04,3.214055905118584633e-03
9.550000000000000000e+02,5.217104262555949390e-05,8.259185706265270710e-04,3.031674772500991821e-03
9.560000000000000000e+02,4.693627852248027921e-05,8.032060577534139156e-04,2.861708402633666992e-03
9.570000000000000000e+02,4.811540202354080975e-05,7.490144344046711922e-04,2.931911032646894455e-03
9.580000000000000000e+02,4.360370803624391556e-05,7.294869283214211464e-04,2.685405081138014793e-03
9.590000000000000000e+02,3.450764779699966311e-05,4.859439795836806297e-04,2.333624055609107018e-03
9.600000000000000000e+02,1.663257535255979747e-05,3.555530274752527475e-04,1.094186911359429359e-03
9.610000000000000000e+02,2.396766285528428853e-05,4.515125474426895380e-04,9.259831858798861504e-04
9.620000000000000000e+02,3.085322168772108853e-05,5.573043017648160458e-04,1.317485584877431393e-03
9.630000000000000000e+02,3.667198325274512172e-05,6.694920011796057224e-04,1.813367591239511967e-03
9.640000000000000000e+02,4.644389991881325841e-05,8.378337952308356762e-04,2.336086472496390343e-03
9.650000000000000000e+02,5.416106432676315308e-05,9.938426082953810692e-04,3.146449336782097816e-03
9.660000000000000000e+02,6.669466529274359345e-05,1.207712455652654171e-03,3.681025002151727676e-03
9.670000000000000000e+02,7.409320824081078172e-05,1.362195936962962151e-03,4.248965065926313400e-03
9.680000000000000000e+02,9.425631287740543485e-05,1.819646451622247696e-03,5.478559993207454681e-03
9.690000000000000000e+02,1.304756005993112922e-04,2.440394368022680283e-03,8.213239721953868866e-03
9.700000000000000000e+02,1.799914170987904072e-04,3.136875573545694351e-03,1.106359437108039856e-02
9.710000000000000000e+02,2.339019993087276816e-04,3.912991844117641449e-03,1.607051305472850800e-02
9.720000000000000000e+02,2.663234190549701452e-04,4.702026490122079849e-03,1.907726936042308807e-02
9.730000000000000000e+02,3.014839021489024162e-04,5.107238423079252243e-03,2.169251255691051483e-02
9.740000000000000000e+02,3.189168928656727076e-04,5.336367990821599960e-03,2.341414242982864380e-02
9.750000000000000000e+02,3.282665857113897800e-04,5.082430783659219742e-03,2.235544472932815552e-02
9.760000000000000000e+02,2.659437013790011406e-04,4.319661296904087067e-03,1.871900632977485657e-02
9.770000000000000000e+02,2.201835595769807696e-04,3.415290033444762230e-03,1.447555888444185257e-02
9.780000000000000000e+02,1.746053021633997560e-04,2.665205160155892372e-03,1.111169438809156418e-02
9.790000000000000000e+02,1.320198643952608109e-04,2.208260586485266685e-03,7.913310080766677856e-03
9.800000000000000000e+02,1.102100140997208655e-04,1.715856022201478481e-03,6.628312636166810989e-03
9.810000000000000000e+02,9.039554424816742539e-05,1.472074189223349094e-03,5.107030738145112991e-03
9.820000000000000000e+02,7.668849866604432464e-05,1.185347675345838070e-03,4.741231445223093033e-03
9.830000000000000000e+02,6.799116818001493812e-05,1.103488029912114143e-03,3.792988834902644157e-03
9.840000000000000000e+02,6.191529973875731230e-05,1.075820880942046642e-03,3.836291376501321793e-03
9.850000000000000000e+02,6.271948223002254963e-05,9.831847855821251869e-04,3.743511624634265900e-03
9.860000000000000000e+02,5.935739682172425091e-05,9.551235707476735115e-04,3.232873510569334030e-03
9.870000000000000000e+02,5.450317257782444358e-05,8.781682699918746948e-04,3.177348291501402855e-03
9.880000000000000000e+02,4.791711398866027594e-05,8.561689755879342556e-04,3.327583661302924156e-03
9.890000000000000000e+02,5.071908526588231325e-05,8.260477916337549686e-04,3.189731622114777565e-03
9.900000000000000000e+02,4.806111974176019430e-05,8.014337508939206600e-04,2.908089663833379745e-03
9.910000000000000000e+02,3.545093568391166627e-05,5.285646184347569942e-04,2.593072131276130676e-03
9.920000000000000000e+02,1.475104545534122735e-05,2.407824213150888681e-04,8.601158042438328266e-04
9.930000000000000000e+02,2.161564043490216136e-05,3.538753080647438765e-04,8.329947013407945633e-04
9.940000000000000000e+02,2.509514160919934511e-05,4.308873903937637806e-04,1.069149933755397797e-03
9.950000000000000000e+02,3.289548112661577761e-05,5.216441350057721138e-04,1.490461640059947968e-03
9.960000000000000000e+02,3.772502168430946767e-05,6.547112134285271168e-04,1.940042828209698200e-03
9.970000000000000000e+02,4.557350985123775899e-05,7.587398285977542400e-04,2.539501292631030083e-03
9.980000000000000000e+02,5.294405491440556943e-05,8.944233413785696030e-04,2.824030118063092232e-03
9.990000000000000000e+02,6.305159331532195210e-05,1.030198996886610985e-03,3.171039978042244911e-03
1.000000000000000000e+03,7.713818195043131709e-05,1.337265246547758579e-03,4.649678245186805725e-03
1.001000000000000000e+03,1.071232691174373031e-04,1.764600980095565319e-03,6.261622998863458633e-03
1.002000000000000000e+03,1.483816740801557899e-04,2.399540273472666740e-03,9.224930778145790100e-03
1.003000000000000000e+03,1.805721112759783864e-04,2.997696166858077049e-03,1.259770337492227554e-02
1.004000000000000000e+03,2.281539054820314050e-04,3.654140047729015350e-03,1.557409763336181641e-02
1.005000000000000000e+03,2.524866722524166107e-04,4.019679501652717590e-03,1.755280047655105591e-02
1.006000000000000000e+03,2.654201525729149580e-04,4.177337512373924255e-03,1.942115463316440582e-02
1.007000000000000000e+03,2.498261746950447559e-04,4.114621784538030624e-03,1.876259781420230865e-02
1.008000000000000000e+03,2.168361825169995427e-04,3.696897532790899277e-03,1.619377732276916504e-02
1.009000000000000000e+03,1.780690363375470042e-04,2.820930443704128265e-03,1.297079306095838547e-02
1.010000000000000000e+03,1.364001800538972020e-04,2.155106980353593826e-03,9.366407990455627441e-03
1.011000000000000000e+03,1.137509098043665290e-04,1.798927783966064453e-03,7.428164128214120865e-03
1.012000000000000000e+03,9.059037984116002917e-05,1.485037617385387421e-03,5.883523263037204742e-03
1.013000000000000000e+03,7.465087401214987040e-05,1.241269288584589958e-03,4.697929136455059052e-03
1.014000000000000000e+03,6.550470425281673670e-05,9.997809538617730141e-04,4.058565478771924973e-03
1.015000000000000000e+03,5.900317046325653791e-05,9.438345441594719887e-04,3.557292511686682701e-03
1.016000000000000000e+03,5.546812099055387080e-05,8.745962404645979404e-04,3.328512422740459442e-03
1.017000000000000000e+03,5.058142778580076993e-05,8.330764248967170715e-04,3.246120410040020943e-03
1.018000000000000000e+03,4.834567880607210100e-05,8.202657336369156837e-04,3.201062092557549477e-03
1.019000000000000000e+03,4.704230741481296718e-05,7.496385951526463032e-04,2.971158595755696297e-03
1.020000000000000000e+03,4.179001552984118462e-05,7.187049486674368382e-04,2.772741718217730522e-03
1.021000000000000000e+03,4.173071283730678260e-05,6.612569559365510941e-04,2.575132995843887329e-03
1.022000000000000000e+03,4.049807830597274005e-05,6.888933712616562843e-04,2.584022004157304764e-03
1.023000000000000000e+03,3.134187136311084032e-05,4.334142722655087709e-04,2.320786472409963608e-03
