position,csinet_w8,csinet_w4,csinet_w2
2.890000000000000000e+02,1.800178870325908065e-05,3.279402444604784250e-04,7.275023963302373886e-04
2.900000000000000000e+02,2.398893593635875732e-05,3.901310265064239502e-04,9.952732361853122711e-04
2.910000000000000000e+02,2.696949195524211973e-05,4.655610828194767237e-04,1.443065237253904343e-03
2.920000000000000000e+02,3.270226079621352255e-05,5.851974128745496273e-04,1.670605735853314400e-03
2.930000000000000000e+02,3.879417999996803701e-05,6.651683943346142769e-04,2.075615338981151581e-03
2.940000000000000000e+02,4.415433068061247468e-05,8.081949781626462936e-04,2.462243894115090370e-03
2.950000000000000000e+02,5.239142046775668859e-05,9.408966870978474617e-04,2.833102131262421608e-03
2.960000000000000000e+02,6.965956708882004023e-05,1.198184327222406864e-03,4.012663848698139191e-03
2.970000000000000000e+02,9.234773460775613785e-05,1.619461691007018089e-03,4.933953285217285156e-03
2.980000000000000000e+02,1.177858066512271762e-04,2.138887299224734306e-03,7.371333893388509750e-03
2.990000000000000000e+02,1.544370607007294893e-04,2.678291639313101768e-03,9.861043654382228851e-03
3.000000000000000000e+02,1.880191994132474065e-04,3.230515634641051292e-03,1.288092881441116333e-02
3.010000000000000000e+02,2.233560080640017986e-04,3.708250354975461960e-03,1.534973829984664917e-02
3.020000000000000000e+02,2.316917089046910405e-04,3.820177866145968437e-03,1.606044359505176544e-02
3.030000000000000000e+02,2.203459443990141153e-04,3.560489043593406677e-03,1.494549866765737534e-02
3.040000000000000000e+02,1.779397862264886498e-04,2.948582870885729790e-03,1.155871618539094925e-02
3.050000000000000000e+02,1.506423723185434937e-04,2.344641368836164474e-03,1.007338054478168488e-02
3.060000000000000000e+02,1.178101010737009346e-04,1.790578942745923996e-03,6.939342245459556580e-03
3.070000000000000000e+02,8.452483598375692964e-05,1.385970273986458778e-03,5.412427708506584167e-03
3.080000000000000000e+02,7.037202158244326711e-05,1.142282504588365555e-03,4.123588558286428452e-03
3.090000000000000000e+02,6.701037636958062649e-05,1.055936561897397041e-03,3.526579821482300758e-03
3.100000000000000000e+02,5.818331192131154239e-05,8.986764587461948395e-04,3.435119055211544037e-03
3.110000000000000000e+02,5.021604738431051373e-05,8.269175305031239986e-04,2.859440632164478302e-03
3.120000000000000000e+02,4.291667937650345266e-05,6.974861607886850834e-04,2.739687915891408920e-03
3.130000000000000000e+02,4.353255644673481584e-05,6.797018577344715595e-04,2.355347387492656708e-03
3.140000000000000000e+02,4.294526297599077225e-05,6.704718107357621193e-04,2.625002292916178703e-03
3.150000000000000000e+02,3.641183502622880042e-05,6.324105197563767433e-04,2.201897324994206429e-03
3.160000000000000000e+02,3.425374598009511828e-05,6.424274179153144360e-04,2.221402013674378395e-03
3.170000000000000000e+02,3.265433042543008924e-05,5.500895204022526741e-04,2.015125006437301636e-03
3.180000000000000000e+02,3.188356276950798929e-05,5.156664410606026649e-04,1.749764545820653439e-03
3.190000000000000000e+02,2.330952702322974801e-05,3.334152279421687126e-04,1.585264923050999641e-03
3.200000000000000000e+02,1.193683965539094061e-05,2.398707438260316849e-04,7.057457114569842815e-04
3.210000000000000000e+02,1.690247881924733520e-05,3.159574407618492842e-04,6.572588463313877583e-04
3.220000000000000000e+02,2.156892151106148958e-05,3.856350376736372709e-04,8.981115533970296383e-04
3.230000000000000000e+02,2.576913720986340195e-05,4.635957593563944101e-04,1.272178604267537594e-03
3.240000000000000000e+02,3.187843321938998997e-05,5.823252722620964050e-04,1.497117336839437485e-03
3.250000000000000000e+02,3.819308403762988746e-05,6.620845524594187737e-04,1.839274540543556213e-03
3.260000000000000000e+02,4.332870594225823879e-05,7.495710742659866810e-04,2.179759787395596504e-03
3.270000000000000000e+02,4.949286449118517339e-05,9.432451915927231312e-04,2.691394183784723282e-03
3.280000000000000000e+02,6.817772373324260116e-05,1.198097132146358490e-03,3.941979724913835526e-03
3.290000000000000000e+02,8.827872807160019875e-05,1.576379174366593361e-03,5.511126480996608734e-03
3.300000000000000000e+02,1.072914310498163104e-04,1.914747874252498150e-03,6.412792019546031952e-03
3.310000000000000000e+02,1.480029459344223142e-04,2.508371369913220406e-03,8.984806016087532043e-03
3.320000000000000000e+02,1.691081852186471224e-04,2.911136019974946976e-03,1.123438868671655655e-02
3.330000000000000000e+02,1.972326426766812801e-04,3.480613930150866508e-03,1.385356858372688293e-02
3.340000000000000000e+02,2.093770308420062065e-04,3.448092378675937653e-03,1.463001593947410583e-02
3.350000000000000000e+02,1.977827341761440039e-04,3.197337035089731216e-03,1.382191665470600128e-02
3.360000000000000000e+02,1.640878617763519287e-04,2.719030715525150299e-03,1.133459247648715973e-02
3.370000000000000000e+02,1.376060536131262779e-04,2.235393039882183075e-03,9.479353204369544983e-03
3.380000000000000000e+02,1.079149515135213733e-04,1.695860642939805984e-03,7.183232810348272324e-03
3.390000000000000000e+02,8.419703954132273793e-05,1.380776870064437389e-03,5.039166193455457687e-03
3.400000000000000000e+02,6.539315654663369060e-05,1.125994371250271797e-03,3.830865258350968361e-03
3.410000000000000000e+02,6.119065074017271399e-05,9.954386623576283455e-04,3.513224888592958450e-03
3.420000000000000000e+02,5.190446972846984863e-05,8.968972251750528812e-04,3.127082018181681633e-03
3.430000000000000000e+02,4.663754589273594320e-05,7.657189853489398956e-04,2.781552029773592949e-03
3.440000000000000000e+02,4.153163536102510989e-05,7.379003800451755524e-04,2.639873418956995010e-03
3.450000000000000000e+02,4.152659676037728786e-05,7.193000055849552155e-04,2.380990888923406601e-03
3.460000000000000000e+02,4.110425652470439672e-05,7.374065462499856949e-04,2.610485767945647240e-03
3.470000000000000000e+02,3.854331953334622085e-05,6.523701013065874577e-04,2.278801519423723221e-03
3.480000000000000000e+02,3.483074397081509233e-05,5.941547569818794727e-04,2.016954822465777397e-03
3.490000000000000000e+02,3.113500497420318425e-05,5.272659473121166229e-04,1.845378777943551540e-03
3.500000000000000000e+02,2.828710239555221051e-05,4.860621411353349686e-04,1.702947076410055161e-03
3.510000000000000000e+02,2.180691808462142944e-05,3.138644387945532799e-04,1.383580151014029980e-03
3.520000000000000000e+02,1.076266107702394947e-05,2.260043402202427387e-04,6.749514723196625710e-04
3.530000000000000000e+02,1.522399816167308018e-05,2.961008867714554071e-04,6.251228041946887970e-04
3.540000000000000000e+02,2.030660652962978929e-05,3.588765393942594528e-04,8.348375558853149414e-04
3.550000000000000000e+02,2.301126369275152683e-05,4.406826628837734461e-04,1.229163259267807007e-03
3.560000000000000000e+02,2.998425225086975843e-05,5.490977200679481030e-04,1.498597441241145134e-03
3.570000000000000000e+02,3.469651346676982939e-05,6.426374893635511398e-04,1.690143253654241562e-03
3.580000000000000000e+02,4.185796933597885072e-05,7.648253813385963440e-04,2.169874962419271469e-03
3.590000000000000000e+02,5.027993756812065840e-05,8.961326093412935734e-04,2.762117655947804451e-03
3.600000000000000000e+02,6.265193223953247070e-05,1.160181942395865917e-03,3.829251974821090698e-03
3.610000000000000000e+02,8.454711496597155929e-05,1.521087950095534325e-03,5.346851889044046402e-03
3.620000000000000000e+02,1.047181067406199872e-04,1.821208512410521507e-03,7.096388842910528183e-03
3.630000000000000000e+02,1.393905113218352199e-04,2.259124303236603737e-03,8.885352872312068939e-03
3.640000000000000000e+02,1.519529032520949841e-04,2.613977063447237015e-03,1.010761409997940063e-02
3.650000000000000000e+02,1.810468238545581698e-04,3.260226454585790634e-03,1.218919083476066589e-02
3.660000000000000000e+02,1.911008002934977412e-04,3.154736943542957306e-03,1.292772777378559113e-02
3.670000000000000000e+02,1.883052173070609570e-04,3.067367244511842728e-03,1.272336300462484360e-02
3.680000000000000000e+02,1.605338620720431209e-04,2.629890805110335350e-03,1.142597198486328125e-02
3.690000000000000000e+02,1.330060767941176891e-04,2.145853126421570778e-03,9.027593769133090973e-03
3.700000000000000000e+02,9.834794764174148440e-05,1.685180584900081158e-03,6.636737845838069916e-03
3.710000000000000000e+02,7.815787103027105331e-05,1.326873665675520897e-03,4.779743961989879608e-03
3.720000000000000000e+02,6.418464181479066610e-05,1.042057294398546219e-03,3.794561140239238739e-03
3.730000000000000000e+02,5.662810508511029184e-05,9.229612769559025764e-04,3.340804716572165489e-03
3.740000000000000000e+02,5.179866639082320035e-05,8.327518589794635773e-04,2.820860594511032104e-03
3.750000000000000000e+02,4.468496990739367902e-05,7.176337530836462975e-04,2.644352382048964500e-03
3.760000000000000000e+02,4.025553425890393555e-05,7.112335297279059887e-04,2.422219840809702873e-03
3.770000000000000000e+02,4.011965575045906007e-05,6.643520318903028965e-04,2.349357353523373604e-03
3.780000000000000000e+02,3.817677497863769531e-05,6.584767252206802368e-04,2.221237402409315109e-03
3.790000000000000000e+02,3.713604746735654771e-05,6.184436497278511524e-04,2.161080483347177505e-03
3.800000000000000000e+02,3.142730929539538920e-05,5.661136237904429436e-04,1.977865584194660187e-03
3.810000000000000000e+02,2.876068538171239197e-05,5.000856472179293633e-04,1.686190254986286163e-03
3.820000000000000000e+02,2.667646731424611062e-05,4.633677308447659016e-04,1.575705362483859062e-03
3.830000000000000000e+02,2.126717663486488163e-05,2.892560733016580343e-04,1.423645182512700558e-03
3.840000000000000000e+02,1.069684549293015152e-05,2.127446932718157768e-04,6.610050331801176071e-04
3.850000000000000000e+02,1.457093185308622196e-05,2.709682448767125607e-04,5.836561904288828373e-04
3.860000000000000000e+02,1.874106965260580182e-05,3.546358784660696983e-04,8.809191640466451645e-04
3.870000000000000000e+02,2.317839789611753076e-05,4.086756962351500988e-04,1.052702078595757484e-03
3.880000000000000000e+02,2.880706597352400422e-05,5.179031286388635635e-04,1.446179463528096676e-03
3.890000000000000000e+02,3.473874676274135709e-05,6.176684983074665070e-04,1.712458906695246696e-03
3.900000000000000000e+02,4.317991988500580192e-05,7.403473719023168087e-04,2.558948239311575890e-03
3.910000000000000000e+02,4.904003435513004661e-05,9.210098069161176682e-04,2.803502138704061508e-03
3.920000000000000000e+02,6.125486834207549691e-05,1.119712134823203087e-03,3.997553139925003052e-03
3.930000000000000000e+02,7.816028664819896221e-05,1.393045648001134396e-03,4.865152761340141296e-03
3.940000000000000000e+02,1.035731111187487841e-04,1.802286482416093349e-03,6.559328641742467880e-03
3.950000000000000000e+02,1.282367738895118237e-04,2.181676682084798813e-03,8.767974562942981720e-03
3.960000000000000000e+02,1.463740481995046139e-04,2.563967369496822357e-03,9.888862259685993195e-03
3.970000000000000000e+02,1.774369884515181184e-04,3.007405437529087067e-03,1.147964037954807281e-02
3.980000000000000000e+02,1.933640451170504093e-04,3.159016603603959084e-03,1.300705596804618835e-02
3.990000000000000000e+02,1.821951882448047400e-04,3.009026870131492615e-03,1.264138054102659225e-02
4.000000000000000000e+02,1.612676569493487477e-04,2.539192792028188705e-03,1.115820091217756271e-02
4.010000000000000000e+02,1.354191626887768507e-04,2.189686289057135582e-03,8.680283091962337494e-03
4.020000000000000000e+02,1.018444309011101723e-04,1.649793121032416821e-03,6.511433515697717667e-03
4.030000000000000000e+02,7.939875649753957987e-05,1.292645232751965523e-03,5.007227882742881775e-03
4.040000000000000000e+02,6.690059672109782696e-05,1.015520072542130947e-03,3.900536103174090385e-03
4.050000000000000000e+02,5.590487489826045930e-05,9.290169691666960716e-04,3.087668912485241890e-03
4.060000000000000000e+02,4.772156898980028927e-05,8.004336268641054630e-04,2.817986300215125084e-03
4.070000000000000000e+02,4.113428076379932463e-05,6.890195072628557682e-04,2.438928466290235519e-03
4.080000000000000000e+02,3.985041621490381658e-05,6.691642338410019875e-04,2.253488404676318169e-03
4.090000000000000000e+02,3.746545917238108814e-05,6.473884568549692631e-04,2.229434903711080551e-03
4.100000000000000000e+02,3.746821676031686366e-05,6.367233581840991974e-04,2.170030493289232254e-03
4.110000000000000000e+02,3.468242357484996319e-05,5.853485781699419022e-04,2.083277329802513123e-03
4.120000000000000000e+02,3.141273919027298689e-05,5.474238423630595207e-04,1.848303596489131451e-03
4.130000000000000000e+02,2.935628253908362240e-05,4.768650396727025509e-04,1.631191349588334560e-03
4.140000000000000000e+02,2.597684942884370685e-05,4.401783517096191645e-04,1.572470413520932198e-03
4.150000000000000000e+02,1.925459218909963965e-05,3.066800709348171949e-04,1.330695580691099167e-03
4.160000000000000000e+02,1.054495533026056364e-05,2.133180532837286592e-04,6.410165806300938129e-04
4.170000000000000000e+02,1.490748400101438165e-05,2.686917723622173071e-04,5.382464150898158550e-04
4.180000000000000000e+02,1.929872996697667986e-05,3.463398315943777561e-04,7.983322138898074627e-04
4.190000000000000000e+02,2.202117684646509588e-05,4.060090868733823299e-04,1.048532780259847641e-03
4.200000000000000000e+02,2.868277260859031230e-05,5.272781127132475376e-04,1.263685291633009911e-03
4.210000000000000000e+02,3.458482024143449962e-05,5.796810146421194077e-04,1.769221154972910881e-03
4.220000000000000000e+02,4.266052928869612515e-05,7.746103219687938690e-04,2.540274756029248238e-03
4.230000000000000000e+02,5.097657776786945760e-05,9.363771532662212849e-04,2.643215935677289963e-03
4.240000000000000000e+02,6.286187999648973346e-05,1.104950672015547752e-03,3.705353941768407822e-03
4.250000000000000000e+02,7.864862709539011121e-05,1.388687058351933956e-03,4.378126934170722961e-03
4.260000000000000000e+02,9.770342148840427399e-05,1.801643986254930496e-03,6.331375334411859512e-03
4.270000000000000000e+02,1.304413017351180315e-04,2.234809100627899170e-03,8.086387999355792999e-03
4.280000000000000000e+02,1.508483837824314833e-04,2.568559022620320320e-03,9.364691562950611115e-03
4.290000000000000000e+02,1.813744165701791644e-04,2.950794296339154243e-03,1.192917581647634506e-02
4.300000000000000000e+02,1.902590593090280890e-04,3.078447654843330383e-03,1.326890569180250168e-02
4.310000000000000000e+02,1.983976981136947870e-04,3.023228840902447701e-03,1.264816150069236755e-02
4.320000000000000000e+02,1.644455915084108710e-04,2.566445386037230492e-03,1.097548753023147583e-02
4.330000000000000000e+02,1.269994245376437902e-04,2.068305620923638344e-03,8.585737086832523346e-03
4.340000000000000000e+02,9.947369835572317243e-05,1.644279225729405880e-03,6.521789822727441788e-03
4.350000000000000000e+02,7.374515553237870336e-05,1.242678030394017696e-03,4.842546302825212479e-03
4.360000000000000000e+02,6.284680421231314540e-05,1.052016275934875011e-03,3.887882456183433533e-03
4.370000000000000000e+02,5.366896220948547125e-05,9.111830731853842735e-04,3.049077466130256653e-03
4.380000000000000000e+02,4.703863305621780455e-05,8.002724498510360718e-04,2.610838273540139198e-03
4.390000000000000000e+02,4.404825449455529451e-05,7.161944522522389889e-04,2.377055818215012550e-03
4.400000000000000000e+02,3.812593786278739572e-05,6.527514196932315826e-04,2.235138090327382088e-03
4.410000000000000000e+02,3.584618025342933834e-05,6.318408995866775513e-04,2.183425705879926682e-03
4.420000000000000000e+02,3.564674625522457063e-05,6.261398666538298130e-04,1.961259171366691589e-03
4.430000000000000000e+02,3.185489913448691368e-05,5.049004685133695602e-04,1.914777676574885845e-03
4.440000000000000000e+02,3.025606565643101931e-05,4.985115956515073776e-04,1.681855064816772938e-03
4.450000000000000000e+02,2.740713171078823507e-05,4.650234186556190252e-04,1.651830854825675488e-03
4.460000000000000000e+02,2.464341378072276711e-05,4.483965167310088873e-04,1.508222310803830624e-03
4.470000000000000000e+02,1.810493813536595553e-05,2.692677080631256104e-04,1.214613090269267559e-03
4.480000000000000000e+02,1.033556327456608415e-05,2.057532983599230647e-04,6.159632466733455658e-04
4.490000000000000000e+02,1.463693570258328691e-05,2.652667753864079714e-04,5.575130926445126534e-04
4.500000000000000000e+02,1.834527211030945182e-05,3.428753407206386328e-04,8.222197648137807846e-04
4.510000000000000000e+02,2.168974970118142664e-05,3.889310464728623629e-04,9.701901581138372421e-04
4.520000000000000000e+02,2.882031731132883579e-05,4.892942961305379868e-04,1.341772964224219322e-03
4.530000000000000000e+02,3.436460974626243114e-05,6.047501228749752045e-04,1.680456800386309624e-03
4.540000000000000000e+02,4.231870843796059489e-05,7.243088330142199993e-04,2.212353749200701714e-03
4.550000000000000000e+02,4.723121674032881856e-05,8.747976971790194511e-04,2.374566160142421722e-03
4.560000000000000000e+02,5.922228228882886469e-05,1.054243533872067928e-03,3.429449163377285004e-03
4.570000000000000000e+02,7.601796096423640847e-05,1.326772966422140598e-03,4.432003945112228394e-03
4.580000000000000000e+02,9.591482375981286168e-05,1.707573770545423031e-03,6.062196101993322372e-03
4.590000000000000000e+02,1.244336162926629186e-04,2.100561279803514481e-03,7.911301217973232269e-03
4.600000000000000000e+02,1.533524482510983944e-04,2.475450048223137856e-03,1.025583222508430481e-02
4.610000000000000000e+02,1.707504561636596918e-04,2.977452240884304047e-03,1.121653150767087936e-02
4.620000000000000000e+02,2.009266027016565204e-04,3.175944555550813675e-03,1.353038754314184189e-02
4.630000000000000000e+02,1.810702524380758405e-04,2.970753703266382217e-03,1.210718322545289993e-02
4.640000000000000000e+02,1.553501788293942809e-04,2.616949612274765968e-03,1.091203838586807251e-02
4.650000000000000000e+02,1.309920189669355750e-04,2.213226864114403725e-03,8.487006649374961853e-03
4.660000000000000000e+02,9.586349915480241179e-05,1.552673056721687317e-03,5.975063424557447433e-03
4.670000000000000000e+02,7.767232455080375075e-05,1.281913020648062229e-03,4.593633580952882767e-03
4.680000000000000000e+02,6.148965621832758188e-05,1.002208678983151913e-03,3.522903425619006157e-03
4.690000000000000000e+02,5.105921445647254586e-05,8.684311178512871265e-04,2.832174533978104591e-03
4.700000000000000000e+02,4.609636744135059416e-05,7.375204004347324371e-04,2.520257839933037758e-03
4.710000000000000000e+02,4.017932587885297835e-05,6.994044524617493153e-04,2.310346812009811401e-03
4.720000000000000000e+02,3.688094147946685553e-05,6.136917509138584137e-04,2.067357767373323441e-03
4.730000000000000000e+02,3.555301373125985265e-05,5.847205757163465023e-04,2.132441848516464233e-03
4.740000000000000000e+02,3.245624247938394547e-05,5.459743551909923553e-04,1.779904472641646862e-03
4.750000000000000000e+02,3.024016223207581788e-05,5.073297652415931225e-04,1.749532180838286877e-03
4.760000000000000000e+02,2.864154885173775256e-05,4.838318855036050081e-04,1.572758308611810207e-03
4.770000000000000000e+02,2.550698809500318021e-05,4.363818734418600798e-04,1.444500987417995930e-03
4.780000000000000000e+02,2.450020292599219829e-05,4.059306520503014326e-04,1.337015186436474323e-03
4.790000000000000000e+02,1.791023714758921415e-05,2.680256729945540428e-04,1.194653566926717758e-03
4.800000000000000000e+02,1.015579073282424361e-05,2.030442556133493781e-04,5.991886719129979610e-04
4.810000000000000000e+02,1.458947099308716133e-05,2.558753185439854860e-04,5.386566626839339733e-04
4.820000000000000000e+02,1.848134525062050670e-05,3.295240749139338732e-04,8.029387099668383598e-04
4.830000000000000000e+02,2.307448448846116662e-05,3.723362169694155455e-04,1.052082167007029057e-03
4.840000000000000000e+02,2.696174306038301438e-05,4.833904386032372713e-04,1.339742913842201233e-03
4.850000000000000000e+02,3.461696178419515491e-05,5.988909979350864887e-04,1.784424530342221260e-03
4.860000000000000000e+02,3.792628922383300960e-05,6.973374402150511742e-04,2.005619928240776062e-03
4.870000000000000000e+02,4.732386878458783031e-05,8.428958244621753693e-04,2.608471550047397614e-03
4.880000000000000000e+02,5.845282794325612485e-05,1.023113611154258251e-03,3.260373370721936226e-03
4.890000000000000000e+02,7.759164873277768493e-05,1.315539586357772350e-03,4.370917566120624542e-03
4.900000000000000000e+02,9.852028597379103303e-05,1.724583096802234650e-03,6.133256480097770691e-03
4.910000000000000000e+02,1.278331037610769272e-04,2.074848627671599388e-03,8.004916831851005554e-03
4.920000000000000000e+02,1.472865696996450424e-04,2.412177156656980515e-03,9.987107478082180023e-03
4.930000000000000000e+02,1.719337888062000275e-04,2.906645182520151138e-03,1.188729796558618546e-02
4.940000000000000000e+02,1.823109923861920834e-04,2.920620609074831009e-03,1.222046650946140289e-02
4.950000000000000000e+02,1.834883878473192453e-04,3.055604873225092888e-03,1.273313350975513458e-02
4.960000000000000000e+02,1.653255458222702146e-04,2.542175119742751122e-03,1.087482366710901260e-02
4.970000000000000000e+02,1.304320903727784753e-04,2.137666102498769760e-03,8.258569985628128052e-03
4.980000000000000000e+02,1.003942670649848878e-04,1.598937436938285828e-03,6.266317795962095261e-03
4.990000000000000000e+02,7.352191460086032748e-05,1.225472893565893173e-03,4.728333558887243271e-03
5.000000000000000000e+02,5.811723167425952852e-05,9.981342591345310211e-04,3.527570981532335281e-03
5.010000000000000000e+02,5.234108539298176765e-05,8.581033907830715179e-04,2.845185576006770134e-03
5.020000000000000000e+02,4.643292413675226271e-05,7.557853823527693748e-04,2.335338853299617767e-03
5.030000000000000000e+02,4.058908234583213925e-05,6.433055968955159187e-04,2.205841010436415672e-03
5.040000000000000000e+02,3.584599471651017666e-05,6.332410266622900963e-04,1.873293076641857624e-03
5.050000000000000000e+02,3.669312354759313166e-05,6.009704084135591984e-04,2.162987366318702698e-03
5.060000000000000000e+02,3.244840627303346992e-05,5.484248395077884197e-04,1.819824334233999252e-03
5.070000000000000000e+02,3.142960849800147116e-05,4.803221090696752071e-04,1.643938827328383923e-03
5.080000000000000000e+02,2.813635728671215475e-05,4.682796134147793055e-04,1.470552873797714710e-03
5.090000000000000000e+02,2.616867641336284578e-05,4.376118886284530163e-04,1.414732309058308601e-03
5.100000000000000000e+02,2.535442945372778922e-05,4.294860991649329662e-04,1.254196278750896454e-03
5.110000000000000000e+02,1.865187186922412366e-05,2.613102260511368513e-04,1.217567245475947857e-03
5.120000000000000000e+02,1.006057664199033752e-05,2.009505551541224122e-04,6.110422546043992043e-04
5.130000000000000000e+02,1.401540248480159789e-05,2.608871727716177702e-04,5.552376969717442989e-04
5.140000000000000000e+02,1.843421705416403711e-05,3.378042601980268955e-04,7.708381162956357002e-04
5.150000000000000000e+02,2.203201802331022918e-05,4.103042883798480034e-04,1.066908356733620167e-03
5.160000000000000000e+02,2.791062797768972814e-05,4.957279306836426258e-04,1.356526860035955906e-03
5.170000000000000000e+02,3.440853834035806358e-05,5.985162570141255856e-04,1.581813790835440159e-03
5.180000000000000000e+02,3.963661583838984370e-05,6.805077427998185158e-04,2.063149819150567055e-03
5.190000000000000000e+02,4.543913382804021239e-05,8.157263509929180145e-04,2.514579799026250839e-03
5.200000000000000000e+02,5.713133941753767431e-05,1.047850586473941803e-03,3.471011761575937271e-03
5.210000000000000000e+02,7.498697959817945957e-05,1.317817252129316330e-03,4.328668117523193359e-03
5.220000000000000000e+02,9.931645763572305441e-05,1.712233177386224270e-03,6.431201938539743423e-03
5.230000000000000000e+02,1.306502090301364660e-04,2.123522805050015450e-03,8.131741546094417572e-03
5.240000000000000000e+02,1.431004056939855218e-04,2.486924408003687859e-03,9.703679010272026062e-03
5.250000000000000000e+02,1.692825753707438707e-04,2.791618928313255310e-03,1.165618933737277985e-02
5.260000000000000000e+02,1.760173763614147902e-04,3.005394246429204941e-03,1.238819211721420288e-02
5.270000000000000000e+02,1.826878142310306430e-04,2.793009625747799873e-03,1.273279264569282532e-02
5.280000000000000000e+02,1.587082952028140426e-04,2.563128015026450157e-03,1.121417246758937836e-02
5.290000000000000000e+02,1.248106127604842186e-04,2.108790446072816849e-03,9.182789362967014313e-03
5.300000000000000000e+02,1.003737124847248197e-04,1.604755292646586895e-03,6.520549301058053970e-03
5.310000000000000000e+02,7.761814049445092678e-05,1.329467864707112312e-03,5.414797458797693253e-03
5.320000000000000000e+02,6.121592741692438722e-05,1.003410317935049534e-03,3.776854835450649261e-03
5.330000000000000000e+02,5.425492417998611927e-05,8.971041534096002579e-04,3.152403514832258224e-03
5.340000000000000000e+02,4.833356433664448559e-05,7.587206782773137093e-04,2.644938882440328598e-03
5.350000000000000000e+02,4.140971941524185240e-05,7.279791170731186867e-04,2.268732991069555283e-03
5.360000000000000000e+02,3.894662586390040815e-05,6.407961482182145119e-04,2.110238187015056610e-03
5.370000000000000000e+02,3.717715662787668407e-05,6.196160102263092995e-04,2.137181349098682404e-03
5.380000000000000000e+02,3.383385410415939987e-05,5.458146915771067142e-04,1.881504431366920471e-03
5.390000000000000000e+02,2.910745024564675987e-05,5.281582125462591648e-04,1.824516686610877514e-03
5.400000000000000000e+02,2.803923780447803438e-05,5.110722850076854229e-04,1.687701442278921604e-03
5.410000000000000000e+02,2.565298927947878838e-05,4.547461285255849361e-04,1.542846555821597576e-03
5.420000000000000000e+02,2.489796497684437782e-05,4.069716669619083405e-04,1.477284939028322697e-03
5.430000000000000000e+02,1.838362186390440911e-05,2.767596743069589138e-04,1.285816077142953873e-03
5.440000000000000000e+02,1.013621022138977423e-05,2.023514971369877458e-04,6.379417027346789837e-04
5.450000000000000000e+02,1.442182838218286633e-05,2.703197533264756203e-04,5.849633016623556614e-04
5.460000000000000000e+02,1.871680615295190364e-05,3.281719982624053955e-04,8.505807491019368172e-04
5.470000000000000000e+02,2.326367211935576051e-05,3.924523480236530304e-04,1.017904025502502918e-03
5.480000000000000000e+02,2.852876241377089173e-05,4.876122111454606056e-04,1.407261122949421406e-03
5.490000000000000000e+02,3.237368946429342031e-05,5.946618039160966873e-04,1.698942855000495911e-03
5.500000000000000000e+02,3.858717900584451854e-05,6.654711323790252209e-04,1.894195214845240116e-03
5.510000000000000000e+02,4.555243504000827670e-05,8.238508016802370548e-04,2.505305223166942596e-03
5.520000000000000000e+02,5.586315091932192445e-05,9.863028535619378090e-04,3.204410895705223083e-03
5.530000000000000000e+02,7.716217078268527985e-05,1.279540592804551125e-03,4.271160811185836792e-03
5.540000000000000000e+02,9.686299745226278901e-05,1.663092407397925854e-03,6.363316904753446579e-03
5.550000000000000000e+02,1.309771469095721841e-04,2.253170358017086983e-03,8.582700975239276886e-03
5.560000000000000000e+02,1.512756716692820191e-04,2.417764626443386078e-03,1.002864725887775421e-02
5.570000000000000000e+02,1.734893012326210737e-04,2.918296260759234428e-03,1.119747292250394821e-02
5.580000000000000000e+02,1.810984831536188722e-04,3.043334698304533958e-03,1.280570775270462036e-02
5.590000000000000000e+02,1.794698473531752825e-04,2.974180737510323524e-03,1.189421489834785461e-02
5.600000000000000000e+02,1.578792580403387547e-04,2.629987895488739014e-03,1.083932165056467056e-02
5.610000000000000000e+02,1.306597841903567314e-04,2.105206716805696487e-03,8.664924651384353638e-03
5.620000000000000000e+02,1.042210424202494323e-04,1.725980429910123348e-03,6.814719643443822861e-03
5.630000000000000000e+02,8.229111699620261788e-05,1.305772922933101654e-03,5.153900478035211563e-03
5.640000000000000000e+02,6.761877739336341619e-05,1.089466735720634460e-03,4.002569243311882019e-03
5.650000000000000000e+02,5.615537520498037338e-05,8.867162396200001240e-04,3.349205479025840759e-03
5.660000000000000000e+02,4.898799306829459965e-05,7.926885155029594898e-04,2.900528721511363983e-03
5.670000000000000000e+02,4.267308031558059156e-05,6.898526917211711407e-04,2.404476515948772430e-03
5.680000000000000000e+02,4.178182280156761408e-05,6.711652386002242565e-04,2.448091749101877213e-03
5.690000000000000000e+02,3.929375816369429231e-05,6.355364457704126835e-04,2.160686999559402466e-03
5.700000000000000000e+02,3.474413460935465991e-05,5.921835545450448990e-04,1.953694270923733711e-03
5.710000000000000000e+02,3.237369674025103450e-05,5.217336001805961132e-04,1.820674864575266838e-03
5.720000000000000000e+02,3.158918843837454915e-05,4.700593999586999416e-04,1.709706266410648823e-03
5.730000000000000000e+02,2.861239227058831602e-05,4.522166564129292965e-04,1.560733770020306110e-03
5.740000000000000000e+02,2.615433368191588670e-05,4.281224973965436220e-04,1.665313146077096462e-03
5.750000000000000000e+02,2.129828135366551578e-05,2.995548711623996496e-04,1.369092031382024288e-03
5.760000000000000000e+02,1.007851733447751030e-05,1.992626494029536843e-04,6.048306240700185299e-04
5.770000000000000000e+02,1.407358104188460857e-05,2.582740562502294779e-04,5.506369634531438351e-04
5.780000000000000000e+02,1.744379005685914308e-05,3.215224423911422491e-04,8.176920237019658089e-04
5.790000000000000000e+02,2.108275111822877079e-05,3.976678417529910803e-04,1.074211788363754749e-03
